Path,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,Label
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/31/CVE-2013-1772/CVE_2013_1772_PATCHED_call_console_drivers.c']
","10
","3
","2
","2
","2
","0
","3
","0
","0
","14
","2
","4
","6
","4
","6
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/31/CVE-2013-1772/CVE_2013_1772_VULN_call_console_drivers.c']
","9
","2
","1
","2
","2
","0
","3
","0
","0
","3
","2
","4
","5
","3
","4
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/31/CVE-2013-1792/CVE_2013_1792_PATCHED_install_user_keyrings.c']
","11
","0
","0
","0
","0
","0
","7
","10
","10
","29
","3
","3
","7
","4
","8
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/31/CVE-2013-1792/CVE_2013_1792_VULN_install_user_keyrings.c']
","11
","0
","0
","0
","0
","0
","7
","9
","9
","29
","3
","3
","7
","4
","7
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/31/CVE-2013-1798/CVE_2013_1798_PATCHED_ioapic_read_indirect.c']
","5
","0
","0
","0
","3
","0
","2
","5
","5
","16
","2
","2
","2
","2
","5
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/31/CVE-2013-1798/CVE_2013_1798_VULN_ioapic_read_indirect.c']
","4
","0
","0
","0
","3
","0
","0
","5
","5
","16
","1
","2
","1
","2
","3
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/31/CVE-2013-1828/CVE_2013_1828_PATCHED_sctp_getsockopt_assoc_stats.c']
","6
","0
","0
","0
","4
","0
","5
","18
","18
","35
","0
","1
","5
","4
","8
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/31/CVE-2013-1828/CVE_2013_1828_VULN_sctp_getsockopt_assoc_stats.c']
","6
","0
","0
","0
","4
","0
","5
","18
","18
","35
","0
","1
","5
","4
","8
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/31/CVE-2013-1848/CVE_2013_1848_PATCHED_ext3_blkdev_get.c']
","2
","0
","0
","0
","2
","0
","1
","0
","0
","16
","0
","1
","1
","1
","2
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/31/CVE-2013-1848/CVE_2013_1848_PATCHED_get_sb_block.c']
","4
","0
","0
","0
","2
","0
","3
","0
","0
","67
","0
","1
","3
","3
","3
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/31/CVE-2013-1848/CVE_2013_1848_VULN_ext3_blkdev_get.c']
","2
","0
","0
","0
","2
","0
","1
","0
","0
","16
","0
","1
","1
","1
","2
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/31/CVE-2013-1848/CVE_2013_1848_VULN_get_sb_block.c']
","4
","0
","0
","0
","2
","0
","3
","0
","0
","67
","0
","1
","3
","3
","3
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/31/CVE-2013-1860/CVE_2013_1860_PATCHED_wdm_in_callback.c']
","12
","0
","0
","0
","1
","0
","4
","28
","33
","55
","2
","2
","4
","2
","10
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/31/CVE-2013-1860/CVE_2013_1860_VULN_wdm_in_callback.c']
","6
","0
","0
","0
","1
","0
","1
","26
","31
","51
","1
","2
","2
","2
","1
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/31/CVE-2013-1920/CVE_2013_1920_PATCHED_get_free_port.c']
","9
","3
","1
","2
","1
","0
","5
","2
","2
","38
","2
","3
","8
","4
","19
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/31/CVE-2013-1920/CVE_2013_1920_VULN_get_free_port.c']
","9
","3
","1
","2
","1
","0
","5
","2
","2
","38
","2
","3
","8
","4
","19
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/31/CVE-2013-1929/CVE_2013_1929_PATCHED_tg3_read_vpd.c']
","482
","0
","0
","0
","1
","0
","53
","63
","79
","49
","9
","9
","32
","23
","42
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/31/CVE-2013-1929/CVE_2013_1929_VULN_tg3_read_vpd.c']
","413
","0
","0
","0
","1
","0
","52
","59
","75
","47
","8
","9
","31
","22
","41
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-2852/CVE_2013_2852_PATCHED_b43_request_firmware.c']
","14
","1
","0
","1
","1
","0
","8
","18
","20
","58
","2
","2
","9
","3
","13
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-2852/CVE_2013_2852_VULN_b43_request_firmware.c']
","14
","1
","0
","1
","1
","0
","8
","18
","20
","58
","1
","2
","9
","3
","13
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-2930/CVE_2013_2930_PATCHED_perf_trace_event_perm.c']
","7
","0
","0
","0
","2
","0
","5
","3
","3
","16
","1
","2
","5
","2
","15
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-2930/CVE_2013_2930_VULN_perf_trace_event_perm.c']
","7
","0
","0
","0
","2
","0
","5
","3
","3
","16
","1
","2
","5
","2
","16
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-3559/CVE_2013_3559_PATCHED_dissect_pft_fec_detailed.c']
","108
","3
","1
","2
","12
","0
","14
","3
","3
","136
","5
","5
","16
","4
","20
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-3559/CVE_2013_3559_VULN_dissect_pft_fec_detailed.c']
","108
","3
","1
","2
","12
","0
","14
","3
","3
","136
","9
","4
","16
","4
","19
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-3560/CVE_2013_3560_PATCHED_dissect_dsmcc_un_download.c']
","7
","0
","0
","0
","4
","0
","0
","0
","0
","32
","0
","1
","1
","1
","1
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-3560/CVE_2013_3560_VULN_dissect_dsmcc_un_download.c']
","7
","0
","0
","0
","4
","0
","0
","0
","0
","32
","0
","1
","1
","1
","1
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-3562/CVE_2013_3562_PATCHED_tvb_unmasked.c']
","2
","1
","0
","1
","4
","0
","0
","0
","0
","42
","0
","1
","1
","1
","4
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-3562/CVE_2013_3562_VULN_tvb_unmasked.c']
","2
","1
","0
","1
","4
","0
","0
","0
","0
","42
","0
","1
","1
","1
","4
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-3670/CVE_2013_3670_PATCHED_rle_unpack.c']
","17
","2
","1
","2
","5
","0
","7
","0
","0
","80
","5
","3
","8
","4
","8
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-3670/CVE_2013_3670_VULN_rle_unpack.c']
","17
","2
","1
","2
","5
","0
","7
","0
","0
","76
","5
","3
","8
","4
","7
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-3674/CVE_2013_3674_PATCHED_cdg_decode_frame.c']
","87
","0
","0
","0
","4
","0
","13
","16
","16
","94
","6
","3
","13
","6
","15
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-3674/CVE_2013_3674_VULN_cdg_decode_frame.c']
","45
","0
","0
","0
","4
","0
","12
","16
","16
","94
","6
","3
","12
","5
","15
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-4074/CVE_2013_4074_PATCHED_dissect_capwap_data.c']
","14
","0
","0
","0
","3
","0
","8
","7
","7
","52
","3
","3
","6
","1
","9
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-4074/CVE_2013_4074_VULN_dissect_capwap_data.c']
","13
","0
","0
","0
","3
","0
","7
","7
","7
","52
","2
","3
","5
","1
","8
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-4076/CVE_2013_4076_PATCHED_dissect_iphc_crtp_fh.c']
","16
","0
","0
","0
","3
","0
","4
","2
","2
","57
","0
","1
","4
","1
","11
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-4076/CVE_2013_4076_VULN_dissect_iphc_crtp_fh.c']
","20
","0
","0
","0
","3
","0
","5
","2
","2
","59
","3
","2
","5
","2
","11
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-4079/CVE_2013_4079_PATCHED_dissect_schedule_message.c']
","169
","5
","2
","2
","3
","0
","31
","1
","1
","62
","9
","7
","23
","12
","15
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-4079/CVE_2013_4079_VULN_dissect_schedule_message.c']
","121
","5
","2
","2
","3
","0
","30
","1
","1
","62
","10
","7
","23
","12
","15
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-4081/CVE_2013_4081_PATCHED_http_payload_subdissector.c']
","21
","0
","0
","0
","4
","0
","9
","14
","14
","90
","4
","3
","6
","3
","15
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-4081/CVE_2013_4081_VULN_http_payload_subdissector.c']
","11
","0
","0
","0
","4
","0
","7
","8
","8
","78
","3
","3
","5
","2
","12
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-4082/CVE_2013_4082_PATCHED_vwr_read.c']
","35
","0
","0
","0
","4
","0
","10
","19
","19
","100
","3
","2
","9
","4
","22
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-4082/CVE_2013_4082_VULN_vwr_read.c']
","33
","0
","0
","0
","4
","0
","8
","16
","16
","72
","2
","2
","7
","4
","21
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-4083/CVE_2013_4083_PATCHED_dissect_pft.c']
","12800
","0
","0
","0
","3
","0
","18
","4
","4
","66
","6
","3
","3
","10
","8
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-4083/CVE_2013_4083_VULN_dissect_pft.c']
","22400
","0
","0
","0
","3
","0
","18
","4
","4
","66
","7
","3
","4
","10
","8
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-4125/CVE_2013_4125_PATCHED_fib6_add_rt2node.c']
","290
","2
","0
","1
","3
","0
","20
","62
","77
","105
","12
","4
","20
","7
","43
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-4125/CVE_2013_4125_VULN_fib6_add_rt2node.c']
","290
","2
","0
","1
","3
","0
","20
","65
","80
","105
","12
","4
","20
","8
","42
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-4129/CVE_2013_4129_PATCHED___br_mdb_del.c']
","14
","1
","0
","1
","2
","0
","8
","27
","31
","103
","3
","2
","8
","4
","36
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-4129/CVE_2013_4129_PATCHED_br_multicast_del_pg.c']
","5
","1
","0
","1
","2
","0
","3
","13
","13
","86
","2
","2
","4
","2
","16
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-4129/CVE_2013_4129_VULN___br_mdb_del.c']
","14
","1
","0
","1
","2
","0
","8
","26
","30
","103
","3
","2
","8
","4
","35
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-4129/CVE_2013_4129_VULN_br_multicast_del_pg.c']
","5
","1
","0
","1
","2
","0
","3
","12
","12
","86
","2
","2
","4
","2
","15
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-4149/CVE_2013_4149_PATCHED_virtio_net_load.c']
","10844
","4
","0
","1
","3
","0
","20
","42
","42
","64
","2
","3
","22
","11
","25
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-4151/CVE_2013_4151_PATCHED_virtio_load.c']
","39
","1
","0
","1
","2
","0
","11
","27
","27
","65
","5
","3
","11
","4
","22
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/32/CVE-2013-4151/CVE_2013_4151_VULN_virtio_load.c']
","37
","1
","0
","1
","2
","0
","10
","27
","27
","65
","5
","3
","10
","4
","21
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4514/CVE_2013_4514_PATCHED_wvlan_set_station_nickname.c']
","1
","0
","0
","0
","4
","0
","0
","5
","5
","34
","0
","0
","0
","0
","0
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4514/CVE_2013_4514_VULN_wvlan_set_station_nickname.c']
","1
","0
","0
","0
","4
","0
","0
","4
","4
","34
","0
","0
","0
","0
","0
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4516/CVE_2013_4516_PATCHED_mp_get_count.c']
","1
","0
","0
","0
","2
","0
","0
","4
","4
","32
","0
","1
","0
","1
","1
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4516/CVE_2013_4516_VULN_mp_get_count.c']
","1
","0
","0
","0
","2
","0
","0
","4
","4
","32
","0
","1
","0
","1
","1
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4533/CVE_2013_4533_PATCHED_pxa2xx_ssp_load.c']
","3
","1
","0
","1
","3
","0
","1
","15
","15
","54
","0
","1
","2
","2
","7
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4533/CVE_2013_4533_VULN_pxa2xx_ssp_load.c']
","2
","1
","0
","1
","3
","0
","0
","14
","14
","54
","0
","1
","1
","1
","4
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4534/CVE_2013_4534_PATCHED_openpic_load.c']
","6
","3
","0
","1
","3
","0
","2
","20
","20
","105
","0
","1
","5
","3
","8
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4534/CVE_2013_4534_PATCHED_openpic_realize.c']
","14
","2
","1
","2
","2
","0
","2
","31
","31
","72
","2
","2
","5
","4
","8
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4534/CVE_2013_4534_VULN_openpic_load.c']
","5
","3
","0
","1
","3
","0
","1
","20
","20
","106
","0
","1
","4
","3
","7
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4534/CVE_2013_4534_VULN_openpic_realize.c']
","13
","2
","1
","2
","2
","0
","1
","29
","29
","72
","2
","2
","4
","3
","7
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4541/CVE_2013_4541_PATCHED_usb_device_post_load.c']
","4
","0
","0
","0
","2
","0
","3
","9
","9
","18
","0
","1
","1
","2
","7
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4541/CVE_2013_4541_VULN_usb_device_post_load.c']
","4
","0
","0
","0
","2
","0
","3
","7
","7
","18
","0
","1
","1
","2
","7
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4563/CVE_2013_4563_PATCHED_udp6_ufo_fragment.c']
","6
","0
","0
","0
","2
","0
","5
","17
","17
","85
","2
","2
","5
","4
","17
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4563/CVE_2013_4563_VULN_udp6_ufo_fragment.c']
","6
","0
","0
","0
","2
","0
","5
","16
","16
","85
","2
","2
","5
","4
","17
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4591/CVE_2013_4591_PATCHED___nfs4_get_acl_uncached.c']
","68
","2
","0
","1
","3
","0
","11
","1
","1
","27
","4
","2
","12
","4
","15
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4591/CVE_2013_4591_VULN___nfs4_get_acl_uncached.c']
","60
","2
","0
","1
","3
","0
","10
","1
","1
","27
","3
","2
","11
","4
","13
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4592/CVE_2013_4592_PATCHED___kvm_set_memory_region.c']
","15
","0
","0
","0
","3
","0
","19
","31
","31
","69
","2
","2
","12
","8
","26
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4592/CVE_2013_4592_VULN___kvm_set_memory_region.c']
","15
","0
","0
","0
","3
","0
","20
","31
","31
","69
","2
","2
","12
","8
","26
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4922/CVE_2013_4922_PATCHED_dissect_dcom_ActivationProperties.c']
","1
","0
","0
","0
","6
","0
","0
","4
","4
","60
","0
","0
","0
","0
","0
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4922/CVE_2013_4922_VULN_dissect_dcom_ActivationProperties.c']
","2
","0
","0
","0
","6
","0
","1
","6
","6
","48
","0
","1
","1
","1
","3
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4923/CVE_2013_4923_PATCHED_dissect_dcom_ActivationProperties.c']
","1
","0
","0
","0
","6
","0
","0
","4
","4
","60
","0
","0
","0
","0
","0
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4923/CVE_2013_4923_VULN_dissect_dcom_ActivationProperties.c']
","2
","0
","0
","0
","6
","0
","1
","6
","6
","48
","0
","1
","1
","1
","3
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4924/CVE_2013_4924_PATCHED_dissect_dcom_ActivationPropertiesBody.c']
","4
","1
","0
","1
","5
","0
","2
","9
","9
","73
","0
","1
","1
","1
","6
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4924/CVE_2013_4924_PATCHED_dissect_dcom_Property_Guid.c']
","2
","0
","0
","0
","5
","0
","2
","5
","5
","56
","0
","1
","1
","1
","4
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4924/CVE_2013_4924_PATCHED_dissect_dcom_Property_Size.c']
","2
","0
","0
","0
","5
","0
","2
","5
","5
","56
","0
","1
","1
","1
","4
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4924/CVE_2013_4924_VULN_dissect_dcom_ActivationPropertiesBody.c']
","2
","1
","0
","1
","5
","0
","0
","7
","7
","73
","0
","1
","1
","1
","4
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4924/CVE_2013_4924_VULN_dissect_dcom_Property_Guid.c']
","1
","0
","0
","0
","5
","0
","0
","5
","5
","56
","0
","0
","0
","0
","0
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4924/CVE_2013_4924_VULN_dissect_dcom_Property_Size.c']
","1
","0
","0
","0
","5
","0
","0
","5
","5
","56
","0
","0
","0
","0
","0
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4927/CVE_2013_4927_PATCHED_get_type_length.c']
","18
","0
","0
","0
","3
","0
","2
","0
","0
","26
","1
","2
","1
","2
","2
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4927/CVE_2013_4927_VULN_get_type_length.c']
","9
","0
","0
","0
","3
","0
","0
","0
","0
","20
","1
","2
","1
","2
","1
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4928/CVE_2013_4928_PATCHED_dissect_headers.c']
","152
","2
","1
","2
","6
","0
","14
","23
","25
","119
","6
","7
","15
","5
","26
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4928/CVE_2013_4928_VULN_dissect_headers.c']
","122
","2
","1
","2
","6
","0
","13
","23
","25
","119
","5
","7
","14
","5
","26
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4930/CVE_2013_4930_PATCHED_dissect_dvbci_tpdu_hdr.c']
","32
","0
","0
","0
","8
","0
","16
","5
","5
","103
","5
","4
","11
","2
","19
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4930/CVE_2013_4930_VULN_dissect_dvbci_tpdu_hdr.c']
","32
","0
","0
","0
","8
","0
","16
","5
","5
","103
","4
","4
","11
","2
","19
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4931/CVE_2013_4931_PATCHED__proto_tree_add_bits_ret_val.c']
","574
","0
","0
","0
","7
","0
","6
","8
","8
","63
","3
","2
","6
","4
","9
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4931/CVE_2013_4931_PATCHED_proto_tree_add_bits_item.c']
","1
","0
","0
","0
","6
","0
","0
","0
","0
","20
","0
","0
","0
","0
","0
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4931/CVE_2013_4931_VULN__proto_tree_add_bits_ret_val.c']
","1148
","0
","0
","0
","7
","0
","7
","8
","8
","63
","3
","2
","6
","4
","10
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4931/CVE_2013_4931_VULN_proto_tree_add_bits_item.c']
","1
","0
","0
","0
","6
","0
","0
","0
","0
","20
","0
","0
","0
","0
","0
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4932/CVE_2013_4932_PATCHED_elem_lv.c']
","5
","0
","0
","0
","8
","0
","5
","0
","0
","91
","1
","3
","4
","3
","11
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4932/CVE_2013_4932_PATCHED_elem_lv_e.c']
","5
","0
","0
","0
","8
","0
","5
","0
","0
","91
","1
","3
","4
","3
","11
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4932/CVE_2013_4932_PATCHED_elem_telv.c']
","11
","0
","0
","0
","9
","0
","8
","0
","0
","91
","5
","4
","6
","3
","13
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4932/CVE_2013_4932_PATCHED_elem_tlv.c']
","6
","0
","0
","0
","9
","0
","6
","0
","0
","91
","4
","4
","5
","3
","13
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4932/CVE_2013_4932_PATCHED_elem_tlv_e.c']
","6
","0
","0
","0
","9
","0
","6
","0
","0
","91
","4
","4
","5
","3
","13
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4932/CVE_2013_4932_PATCHED_elem_tv.c']
","5
","0
","0
","0
","8
","0
","5
","0
","0
","91
","4
","3
","4
","3
","12
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4932/CVE_2013_4932_PATCHED_elem_tv_short.c']
","5
","0
","0
","0
","8
","0
","5
","0
","0
","91
","4
","3
","4
","3
","12
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4932/CVE_2013_4932_PATCHED_elem_v.c']
","3
","0
","0
","0
","7
","0
","3
","0
","0
","91
","2
","2
","2
","2
","10
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4932/CVE_2013_4932_PATCHED_elem_v_short.c']
","5
","0
","0
","0
","7
","0
","4
","0
","0
","71
","0
","1
","3
","2
","8
",0
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4932/CVE_2013_4932_VULN_elem_lv.c']
","4
","0
","0
","0
","8
","0
","4
","0
","0
","85
","1
","3
","3
","2
","10
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4932/CVE_2013_4932_VULN_elem_lv_e.c']
","4
","0
","0
","0
","8
","0
","4
","0
","0
","85
","1
","3
","3
","2
","10
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4932/CVE_2013_4932_VULN_elem_telv.c']
","9
","0
","0
","0
","9
","0
","7
","0
","0
","85
","3
","4
","5
","2
","12
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4932/CVE_2013_4932_VULN_elem_tlv.c']
","5
","0
","0
","0
","9
","0
","5
","0
","0
","85
","2
","4
","4
","2
","12
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4932/CVE_2013_4932_VULN_elem_tlv_e.c']
","5
","0
","0
","0
","9
","0
","5
","0
","0
","85
","2
","4
","4
","2
","12
",1
"[u'/mnt/c/Users/Lyy/PycharmProjects/ReSySeVR/data/NVD_func/33/CVE-2013-4932/CVE_2013_4932_VULN_elem_tv.c']
","4
","0
","0
","0
","8
","0
","4
","0
","0
","85
","2
","3
","3
","2
","11
",1
